City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kapoeta,4.7717,33.5903,72.75,59,67,4.85,SS,1627962088
Nueva Granada,9.8017,-74.393,74.97,93,99,6.22,CO,1627962088
Maroantsetra,-15.4333,49.7333,65.1,87,46,3.53,MG,1627962088
Omboué,-1.5746,9.2618,73.76,89,96,4.21,GA,1627961857
Gornopravdinsk,60.05,69.9,57.49,96,100,7.05,RU,1627962089
Labuhan,-6.8844,112.2051,87.82,58,8,4.65,ID,1627962089
Saint Paul Harbor,57.79,-152.4072,54.91,76,90,10.36,US,1627962089
Qiongshan,20.0058,110.3542,85.98,84,75,11.18,CN,1627962090
Kapaa,22.0752,-159.319,84.18,77,40,4,US,1627962090
Jacareacanga,-6.2222,-57.7528,77.45,58,63,2.82,BR,1627962090
Great Bend,38.3645,-98.7648,70.88,52,1,5.75,US,1627962091
Wahpeton,46.2652,-96.6059,73.22,82,75,9.22,US,1627961874
Chauk,20.8833,94.8167,82.56,74,98,10.49,MM,1627962091
Vaini,-21.2,-175.2,75.36,64,20,12.66,TO,1627962092
Bethel,41.3712,-73.414,68.31,82,1,3.44,US,1627962092
Broome,42.2506,-75.833,57.56,81,0,0.2,US,1627962092
Kajaani,64.2273,27.7285,57.25,94,90,9.22,FI,1627962092
Mataura,-46.1927,168.8643,49.48,79,24,3.56,NZ,1627962093
Måløy,61.9353,5.1136,51.53,85,37,10.83,NO,1627962093
Kargasok,59.0556,80.8572,62.78,75,81,4.16,RU,1627962093
Bredasdorp,-34.5322,20.0403,51.12,93,5,3.44,ZA,1627962094
Santa Isabel Rio Negro,-0.4139,-65.0192,74.68,73,100,2.37,BR,1627962094
Arraial do Cabo,-22.9661,-42.0278,66.06,82,0,9.22,BR,1627962094
Pajapan,18.25,-94.7,77.32,77,83,5.55,MX,1627962094
Upernavik,72.7868,-56.1549,46.6,70,96,10.18,GL,1627962095
Pangani,-5.4333,38.9667,70.75,85,63,7.05,TZ,1627962095
Klaksvík,62.2266,-6.589,49.12,89,100,12.75,FO,1627961846
Port Alfred,-33.5906,26.891,54.23,83,0,10.54,ZA,1627962096
Russell,32.3502,-85.1999,73,88,75,0,US,1627962033
Bluff,-46.6,168.3333,49.8,60,34,6.35,NZ,1627962096
Saskylakh,71.9167,114.0833,73.85,35,25,9.42,RU,1627962096
Ol'ga,43.7444,135.2892,72.01,85,95,4.81,RU,1627962097
Atuona,-9.8,-139.0333,77.68,73,5,18.9,PF,1627962097
Chui,-33.6971,-53.4616,47.7,95,0,3.91,UY,1627962097
Praia,14.9215,-23.5087,77.54,83,20,6.91,CV,1627961837
Busselton,-33.65,115.3333,57.09,75,100,5.41,AU,1627962098
Longyearbyen,78.2186,15.6401,44.44,70,75,18.41,SJ,1627962098
Tura,25.5198,90.2201,80.11,90,100,4.27,IN,1627962098
Salinópolis,-0.6136,-47.3561,77.61,79,52,4.83,BR,1627962099
Thompson,55.7435,-97.8558,62.76,67,75,2.3,CA,1627962099
Ushuaia,-54.8,-68.3,37.06,87,40,18.41,AR,1627962099
Esperance,-33.8667,121.9,58.84,67,80,15.41,AU,1627961905
Lorengau,-2.0226,147.2712,85.26,70,41,10.29,PG,1627962100
Vestmannaeyjar,63.4427,-20.2734,52.72,83,100,6.73,IS,1627962100
Doha,25.2867,51.5333,100.38,49,16,1.14,QA,1627962100
Jamestown,42.097,-79.2353,60.44,78,1,2.33,US,1627962100
Pag,44.445,15.0575,59.58,58,73,7.31,HR,1627962101
Saldanha,-33.0117,17.9442,44.65,63,0,2.3,ZA,1627962101
Ahipara,-35.1667,173.1667,55.42,81,33,22.59,NZ,1627962101
Beloha,-25.1667,45.05,61.84,75,46,5.19,MG,1627962102
Mana,5.6592,-53.7767,77.02,84,87,5.64,GF,1627962102
Uruçuí,-7.2294,-44.5561,72.45,49,15,7.05,BR,1627962102
Rikitea,-23.1203,-134.9692,69.22,57,66,20.56,PF,1627962103
Nanortalik,60.1432,-45.2371,43.9,97,100,4.79,GL,1627961843
Port-de-Bouc,43.4,4.9833,66.96,82,0,8.05,FR,1627962103
Jalu,29.0331,21.5482,82.72,29,0,6.98,LY,1627962104
Lorena,-22.7308,-45.1247,59.54,92,1,1.74,BR,1627962104
Norman Wells,65.282,-126.8329,86.04,26,20,8.05,CA,1627962104
Yellowknife,62.456,-114.3525,81.12,32,75,5.75,CA,1627962105
Provideniya,64.3833,-173.3,53.71,82,90,13.42,RU,1627962105
Shitkino,56.3703,98.3543,75.65,50,8,4.14,RU,1627962105
Cabo San Lucas,22.8909,-109.9124,90.7,68,7,8.99,MX,1627962106
Hermanus,-34.4187,19.2345,56.89,71,0,3.56,ZA,1627962106
Port Elizabeth,-33.918,25.5701,48.49,93,75,4.61,ZA,1627961878
Moose Factory,51.2585,-80.6094,51.8,87,90,0,CA,1627962106
Puerto Ayora,-0.7393,-90.3518,70.72,91,63,9.57,EC,1627962107
Dakar,14.6937,-17.4441,77.88,94,40,6.91,SN,1627962107
Butaritari,3.0707,172.7902,81.21,76,39,4.85,KI,1627962107
Shimoda,34.6667,138.95,89.96,74,71,7.36,JP,1627962107
Albany,42.6001,-73.9662,59.59,86,0,4.09,US,1627962006
Sayyan,15.1718,44.3244,64,57,91,4.32,YE,1627962108
Hudson Bay,52.85,-102.3842,72.18,45,92,1.1,CA,1627962108
Berdigestyakh,62.0989,126.6992,69.37,67,100,7.45,RU,1627961870
Matagami,49.7502,-77.6328,59.11,94,90,10.36,CA,1627962109
Avarua,-21.2078,-159.775,77.05,78,75,9.22,CK,1627962109
Geraldton,-28.7667,114.6,62.13,67,0,14.97,AU,1627962109
Mackay,-21.15,149.2,82.69,50,3,10.36,AU,1627962110
Tuatapere,-46.1333,167.6833,49.82,71,38,4.32,NZ,1627962110
Faya,18.3851,42.4509,62.71,69,93,6.6,SA,1627962110
Hobart,-42.8794,147.3294,56.23,66,75,0,AU,1627961851
Chokurdakh,70.6333,147.9167,57.27,30,27,9.95,RU,1627962111
Belmonte,-15.8631,-38.8828,64.9,81,53,6.33,BR,1627962111
Lille,50.633,3.0586,57.7,88,90,1.14,FR,1627962054
Ayan,56.45,138.1667,53.04,93,100,9.73,RU,1627962111
São Filipe,14.8961,-24.4956,76.42,84,82,6.98,CV,1627962112
Punta Arenas,-53.15,-70.9167,37.51,81,0,28.77,CL,1627962112
Hithadhoo,-0.6,73.0833,82.38,72,97,9.37,MV,1627962112
Nikolskoye,59.7035,30.7861,61.02,95,85,10.36,RU,1627962112
Lingen,52.5167,7.3167,55.31,91,73,2.84,DE,1627962113
Mount Isa,-20.7333,139.5,69.57,21,90,16.11,AU,1627961841
Pitimbu,-7.4706,-34.8086,72.19,88,45,9.19,BR,1627962113
Rawicz,51.6095,16.8585,58.17,83,36,5.84,PL,1627962113
Olinda,-8.0089,-34.8553,73.13,88,75,10.36,BR,1627962114
Roald,62.5833,6.1333,51.01,81,75,6.91,NO,1627962114
Faanui,-16.4833,-151.75,78.53,77,35,11.56,PF,1627962114
San Policarpo,12.1791,125.5072,92.28,53,100,9.91,PH,1627962115
Manbij,36.5281,37.9549,81.37,37,74,10.22,SY,1627962115
Nicoya,10.1483,-85.452,74.75,94,100,3.56,CR,1627962056
Cidreira,-30.1811,-50.2056,49.75,89,1,5.5,BR,1627962115
Shumikha,55.2261,63.2961,75.56,49,37,12.17,RU,1627962116
Birao,10.2849,22.7882,69.67,97,78,4.99,CF,1627962116
Kavieng,-2.5744,150.7967,83.25,76,37,8.08,PG,1627962116
Severo-Kuril'sk,50.6789,156.125,54.75,74,85,11.97,RU,1627962116
Port-Gentil,-0.7193,8.7815,75.4,86,76,6.42,GA,1627962117
Iquitos,-3.7481,-73.2472,71.64,94,40,0,PE,1627962117
Mitsamiouli,-11.3847,43.2844,75.58,69,0,4.79,KM,1627962117
‘Āhuimanu,21.4447,-157.8378,87.51,57,40,17.27,US,1627962118
Necochea,-38.5473,-58.7368,47.03,73,8,10.83,AR,1627962118
Hilo,19.7297,-155.09,78.53,78,90,10.36,US,1627962032
New Norfolk,-42.7826,147.0587,55.89,64,98,1.07,AU,1627962118
Bonthe,7.5264,-12.505,75.2,78,22,2.93,SL,1627962119
Sirte,31.2089,16.5887,81.7,72,0,6.26,LY,1627962119
Stornoway,58.2093,-6.3865,55.92,82,90,8.05,GB,1627962120
Quesnel,52.9999,-122.5029,64.9,94,76,5.75,CA,1627962087
Ponta Delgada,37.7333,-25.6667,66.92,82,20,8.05,PT,1627962120
Chennai,13.0878,80.2785,89.58,55,20,13.8,IN,1627961894
Kiryat Gat,31.61,34.7642,82.4,50,0,2.33,IL,1627962120
Semey,50.4111,80.2275,80.82,36,0,6.71,KZ,1627962121
Olafsvik,64.8945,-23.7142,52.54,79,100,4.99,IS,1627962121
Mingshui,36.7167,117.5,85.71,58,11,4.25,CN,1627962121
Fairbanks,64.8378,-147.7164,87.76,40,1,5.75,US,1627962122
Kruisfontein,-34.0033,24.7314,48.87,86,0,8.63,ZA,1627962122
Castro,-24.7911,-50.0119,46.2,90,0,2.51,BR,1627962016
Rathdrum,47.8137,-116.892,86.49,53,1,3.44,US,1627962122
Kamaishi,39.2667,141.8833,88.75,76,96,13.89,JP,1627962123
Vardø,70.3705,31.1107,48.4,79,100,7.74,NO,1627962123
Palāsa,18.7667,84.4167,88.14,59,100,8.39,IN,1627962123
Pedernales,18.0384,-71.744,80.64,72,70,3.78,DO,1627962124
Piaçabuçu,-10.4056,-36.4344,71.73,90,81,8.75,BR,1627962124
Rāichūr,16.2,77.3667,79.88,62,100,18.79,IN,1627962124
Cockburn Town,21.4612,-71.1419,81.82,78,83,18.88,TC,1627962124
Batagay-Alyta,67.8006,130.4114,73.99,22,0,8.41,RU,1627962125
Berlevåg,70.8578,29.0864,48.2,79,64,4.99,NO,1627962125
Khudumelapye,-23.8833,24.75,46.9,23,0,7.96,BW,1627962125
San Patricio,28.017,-97.5169,85.86,74,95,4.54,US,1627962126
La Paz,-16.5,-68.15,37.38,93,90,20.71,BO,1627962126
Hagersville,42.9668,-80.0497,68.09,82,0,6.29,CA,1627962126
Lamu,-2.2717,40.902,73.62,79,45,11.32,KE,1627962127
Makakilo City,21.3469,-158.0858,86.32,48,1,11.5,US,1627962127
East London,-33.0153,27.9116,56.34,88,0,6.91,ZA,1627962127
Krasnosel'kup,65.7,82.4667,67.32,71,100,4.72,RU,1627962128
Gigmoto,13.7796,124.39,87.84,70,100,16.87,PH,1627962119
Qaanaaq,77.484,-69.3632,43.14,71,89,4.45,GL,1627962128
Goderich,43.7501,-81.7165,59.92,88,48,3.44,CA,1627962128
Coyhaique,-45.5752,-72.0662,37.35,75,0,2.3,CL,1627962128
Haines Junction,60.7522,-137.5108,58.95,82,83,8.05,CA,1627962129
Imbituba,-28.24,-48.6703,57.09,90,62,8.79,BR,1627961914
Namatanai,-3.6667,152.4333,83.71,73,42,5.14,PG,1627961850
Orange Cove,36.6244,-119.3137,93.25,21,0,4.76,US,1627962129
Airai,-8.9266,125.4092,77.56,32,26,5.7,TL,1627962130
Seminole,28.7086,-81.2081,79.27,89,75,1.01,US,1627962130
Lugoba,-6.45,38.3333,64.31,96,59,2.75,TZ,1627962130
Khatanga,71.9667,102.5,77.97,40,100,15.57,RU,1627962131
Ous,60.9058,61.5186,68.4,63,0,3.98,RU,1627962131
Gillette,44.2911,-105.5022,76.69,28,1,10.36,US,1627961883
Poum,-20.2333,164.0167,70.36,66,0,9.24,NC,1627962131
Alakurtti,66.9672,30.3491,51.73,82,100,7.23,RU,1627962131
Karratha,-20.7377,116.8463,73.13,19,8,19.75,AU,1627962132
Laguna,38.421,-121.4238,88.3,31,1,8.05,US,1627962132
Asău,46.4333,26.4,65.95,79,28,1.81,RO,1627962132
Inhuma,-6.6683,-41.7078,69.17,63,5,11.01,BR,1627962133
Ancud,-41.8697,-73.8203,47.73,94,100,4.99,CL,1627962133
Saint George,37.1041,-113.5841,95.95,22,1,5.99,US,1627962133
Mar del Plata,-38.0023,-57.5575,49.12,53,0,1.01,AR,1627961954
Ponta do Sol,32.6667,-17.1,73,74,34,6.91,PT,1627962134
Mutatá,7.2441,-76.4356,74.26,96,100,1.48,CO,1627962134
Ponca City,36.707,-97.0856,74.1,76,1,0,US,1627962134
Sabang,5.8933,95.3214,83.39,75,100,21.85,ID,1627962135
Zeya,53.75,127.2667,77.4,53,100,2.55,RU,1627962135
Jurm,36.8648,70.8342,77.41,28,69,1.79,AF,1627962135
Coquimbo,-29.9533,-71.3436,55.13,87,90,1.14,CL,1627962136
Markova,48.6758,24.4138,57.2,89,44,3.04,UA,1627962136
Lebu,-37.6167,-73.65,50.95,92,40,16.62,CL,1627962136
Saint-Philippe,-21.3585,55.7679,67.59,66,0,2.46,RE,1627962137
Luganville,-15.5333,167.1667,76.95,49,83,5.73,VU,1627962137
Tovarkovskiy,53.6822,38.2092,65.28,89,98,8.57,RU,1627962137
Tigzirt,36.8886,4.1198,73.11,84,68,11.74,DZ,1627962138
San Juan del Sur,11.2529,-85.8705,78.31,86,100,5.37,NI,1627962138
Barrow,71.2906,-156.7887,46.42,87,90,17.27,US,1627962138
Constitución,-35.3333,-72.4167,52.54,67,0,4.97,CL,1627962139
Ostrovnoy,68.0531,39.5131,51.15,96,94,5.01,RU,1627962139
Kahului,20.8947,-156.47,83.46,70,40,21.85,US,1627961886
Pingliang,35.5392,106.6861,78.82,46,98,10.56,CN,1627962139
Yashkul',46.1711,45.3435,84.96,32,3,7.38,RU,1627962140
Avera,33.194,-82.5271,78.67,74,100,9.15,US,1627962083
Sur,22.5667,59.5289,90,53,53,7.23,OM,1627962140
Djambala,-2.5447,14.7533,67.24,60,92,3.11,CG,1627962140
Matucana,-11.85,-76.4,59.34,69,15,2.04,PE,1627962141
Calama,-22.4667,-68.9333,52.29,22,75,6.91,CL,1627962141
Bud,39.447,-86.1758,67.21,83,13,6.78,US,1627962141
Nantucket,41.2835,-70.0995,71.1,88,1,4.61,US,1627962142
Kemin,42.7846,75.6892,82.8,21,86,1.88,KG,1627962142
Itarema,-2.9248,-39.9167,74.1,83,39,3.44,BR,1627962142
Kabo,7.6994,18.629,69.37,97,100,3.49,CF,1627962143
Kushima,31.4583,131.2333,89.11,64,76,10.33,JP,1627961883
Souillac,-20.5167,57.5167,67.35,88,20,9.22,MU,1627962143
Aripuanã,-9.1667,-60.6333,73.78,46,29,2.8,BR,1627962143
Hambantota,6.1241,81.1185,86.34,74,20,14.97,LK,1627962065
Corinth,37.9407,22.9573,91.69,35,0,4.21,GR,1627962144
Lüderitz,-26.6481,15.1594,65.8,34,0,5.35,NA,1627962144
Boa Vista,2.8197,-60.6733,76.98,88,0,2.3,BR,1627962144
Diffa,13.3154,12.6113,79.86,72,52,8.79,NE,1627962145
Ribeira Grande,38.5167,-28.7,72.73,93,32,7.85,PT,1627962145
Dunedin,-45.8742,170.5036,47.8,64,57,18.99,NZ,1627961952
Otradnoye,59.7775,30.8181,61.18,95,87,10.33,RU,1627962145
Paraíso,9.8383,-83.8656,65.41,97,100,1.28,CR,1627962146
Hue,16.4667,107.6,98.71,39,40,10.36,VN,1627962146
Den Helder,52.9599,4.7593,56.97,91,90,0,NL,1627962146
Teshie,5.5836,-0.1072,77.56,88,20,11.5,GH,1627962147
Fort Nelson,58.8053,-122.7002,71.19,73,75,3.44,CA,1627962147
Suratgarh,29.3167,73.9,92.82,52,97,6.73,IN,1627962147
Mossamedes,-15.1961,12.1522,65.68,86,21,8.57,AO,1627962147
Gonder,12.6,37.4667,56.46,93,100,3.29,ET,1627962148
Tateyama,34.9833,139.8667,91.42,77,27,11.68,JP,1627962148
Katsuura,35.1333,140.3,91.51,76,46,11.03,JP,1627962148
Carnarvon,-24.8667,113.6333,68.07,29,0,13.8,AU,1627962149
Ayagoz,47.9714,80.4392,86.74,23,2,9.13,KZ,1627962149
Nador,35.174,-2.9287,68.25,77,20,3.44,MA,1627962149
Lima,-12.0432,-77.0282,60.13,88,90,9.22,PE,1627961909
Praia da Vitória,38.7333,-27.0667,72.75,94,75,4.05,PT,1627962150
Mahébourg,-20.4081,57.7,67.24,88,20,9.22,MU,1627962150
Yambio,4.5721,28.3955,64.56,97,84,1.79,SS,1627962150
Maragogi,-9.0122,-35.2225,73.08,88,66,9.62,BR,1627962151
Oron,4.8256,8.2343,73.94,94,100,1.28,NG,1627962151
Chapais,49.7834,-74.8492,58.78,94,100,11.9,CA,1627962151
Zhigansk,66.7697,123.3711,74.91,35,6,5.37,RU,1627962151
Abu Samrah,35.3029,37.1841,79.61,44,0,6.38,SY,1627962152
Belmopan,17.25,-88.7667,81.3,99,35,2.04,BZ,1627962152
Srednekolymsk,67.45,153.6833,55.22,41,13,14.63,RU,1627962152
Forio,40.7342,13.8646,75.81,77,71,1.99,IT,1627962153
Gewanē,10.1664,40.6453,79.66,59,100,1.81,ET,1627962153
Brae,60.3964,-1.353,51.71,74,100,3.22,GB,1627962153
Guerrero Negro,27.9769,-114.0611,73.99,75,77,10.87,MX,1627962060
Tuktoyaktuk,69.4541,-133.0374,46.4,93,90,13.8,CA,1627962154
Dalhousie,32.5333,75.9833,68.79,74,13,3.85,IN,1627962154
Ipixuna,-1.7625,-48.8043,78.75,83,73,2.71,BR,1627962154
Ilulissat,69.2167,-51.1,42.82,87,75,2.3,GL,1627962154
Cherskiy,68.75,161.3,46.18,58,100,20.2,RU,1627962155
Hulyaypole,47.6653,36.2578,76.12,65,65,4.97,UA,1627962155
Bridlington,54.0831,-0.1919,56.89,72,63,5.75,GB,1627962156
Shingū,33.7333,135.9833,79.92,83,87,4.63,JP,1627961887
Yumen,40.2833,97.2,78.03,14,28,4.25,CN,1627962156
Petropavlovsk-Kamchatskiy,53.0452,158.6483,63.19,55,75,6.71,RU,1627962156
Lázaro Cárdenas,17.9583,-102.2,80.78,83,50,4.34,MX,1627962157
George Town,5.4112,100.3354,89.55,68,20,1.99,MY,1627962061
Dabat,12.9842,37.765,52.25,94,100,2.98,ET,1627962157
Qandala,11.472,49.8728,88.18,49,64,9.26,SO,1627962158
Labuan,5.2767,115.2417,86.16,74,20,5.99,MY,1627962158
Nizwá,22.9333,57.5333,90.32,37,34,4.09,OM,1627962158
Chippewa Falls,44.9369,-91.3929,66.69,84,1,3.44,US,1627962003
Tasiilaq,65.6145,-37.6368,44.76,80,100,1.54,GL,1627962159
Puerto Princesa City,9.7392,118.7353,89.76,62,100,8.61,PH,1627962159
Ulladulla,-35.35,150.4667,62.87,49,9,14.16,AU,1627962140
Adré,13.4667,22.2,72.86,81,87,3.89,TD,1627962159
Pascagoula,30.3658,-88.5561,77.04,95,20,0,US,1627962160
Kaitangata,-46.2817,169.8464,49.93,58,22,9.4,NZ,1627962160
Richards Bay,-28.783,32.0377,61.38,88,83,7.47,ZA,1627962160
Flinders,-34.5833,150.8552,64.18,52,3,8.99,AU,1627962160
Merauke,-8.4667,140.3333,81.93,63,81,12.44,ID,1627962161
Toda Raisingh,26.0252,75.4849,76.39,91,100,17.87,IN,1627962161
Tomatlán,19.9333,-105.25,76.42,94,83,2.04,MX,1627962161
Santiago de Cao,-7.9589,-79.2392,63.46,90,14,13.89,PE,1627962162
La Dolorita,10.4883,-66.7861,65.64,97,83,3.6,VE,1627962162
São Miguel do Araguaia,-13.275,-50.1628,70.03,40,10,4.21,BR,1627962162
Alegrete,-29.7831,-55.7919,45.45,85,0,7.9,BR,1627962163
São João dos Patos,-6.495,-43.7022,66.69,52,19,3.98,BR,1627962163
Darnah,32.767,22.6367,83.86,59,0,16.04,LY,1627962163
Narsaq,60.9167,-46.05,46.62,95,100,2.55,GL,1627962164
Clarence Town,-32.5833,151.7833,71.82,44,6,13.11,AU,1627962164
Sondrio,46.169,9.8692,64.24,94,40,3.27,IT,1627962164
Miandrivazo,-19.5167,45.4667,67.06,75,42,2.08,MG,1627962165
Erzin,36.9559,36.2,79.52,69,1,1.1,TR,1627962165
Talnakh,69.4865,88.3972,79.93,38,99,7.47,RU,1627962165
Sioux Lookout,50.1001,-91.917,68.38,64,90,3.44,CA,1627962166
Wajir,1.7471,40.0573,71.33,71,70,8.95,KE,1627962166
Saint-Joseph,-21.3667,55.6167,66.58,66,0,3.18,RE,1627962166
Pisco,-13.7,-76.2167,62.65,82,90,2.3,PE,1627962167
Alofi,-19.0595,-169.9187,75.09,73,75,6.91,NU,1627962167
Suzhou,31.3114,120.6181,85.87,78,53,10.67,CN,1627961889
San Juan,-31.5375,-68.5364,54.95,31,0,1.41,AR,1627962167
Fuyang,32.9,115.8167,87.08,72,8,7.54,CN,1627962168
Henties Bay,-22.116,14.2845,58.86,80,0,7.49,NA,1627962168
